Disease,Gene Symbol,p-Value,Fold Change
Rheumatoid arthritis,IGFBP5,0.000908353029549058,0.296380815228552
Rheumatoid arthritis,RNU86 /// RPL3 /// SNORD83B,0.00330596521306581,0.698158126997979
Rheumatoid arthritis,SPTBN1,0.00302797926872145,0.224834922560914
Rheumatoid arthritis,CAV1,0.00967300718631459,0.514960565399186
Rheumatoid arthritis,RPL13 /// SNORD68,0.00737018085298213,0.677949798013553
Rheumatoid arthritis,EIF1,0.00928862156762955,0.394923709733206
Rheumatoid arthritis,RPL13 /// SNORD68,0.00591222435304206,0.73719862623994
Rheumatoid arthritis,RPL13A /// RPL13AP5 /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A,0.00633865741000772,0.679374655909784
Rheumatoid arthritis,RPL13 /// SNORD68,0.0052365144997305,0.625286534050367
Rheumatoid arthritis,RPL5 /// SNORD21,0.00458309900911003,0.666289896998675
Rheumatoid arthritis,RPL23A /// SNORD42A,0.00629106522347289,0.649333787207348
Rheumatoid arthritis,HNRNPA1 /// HNRNPA1L2 /// HNRNPA1P10 /// HNRNPA1P33,0.00425008021528073,0.53978233563308
Rheumatoid arthritis,RPS12,0.00410163986432366,0.56765679791465
Rheumatoid arthritis,RPL14,0.00326381706955159,0.648983477172684
Rheumatoid arthritis,HLA-A,0.00572950084069157,1.80202919304541
Rheumatoid arthritis,RPL29,0.00614499050034467,0.59877541339202
Rheumatoid arthritis,RPS20 /// SNORD54,0.0013251518303472,0.717455648652421
Rheumatoid arthritis,GPX3,0.00237071091853347,0.138405462441033
Rheumatoid arthritis,RPL24,0.00191077547136309,0.653066976390118
Rheumatoid arthritis,RPL12,0.00903331601454227,0.703750577054262
Rheumatoid arthritis,RPL13 /// SNORD68,0.00679951954835023,0.736908990494274
Rheumatoid arthritis,FHL1,0.00638322719313622,0.18020822359646
Rheumatoid arthritis,IGLC1,0.000144111966773663,146.71771659579
Rheumatoid arthritis,CYAT1 /// IGLC1 /// IGLV1-44,0.000756388094403704,162.703042187597
Rheumatoid arthritis,HLA-A,0.00466378134994561,1.89025210840639
Rheumatoid arthritis,IGLV1-44,0.00698029141418355,120.811281880222
Rheumatoid arthritis,HBB,0.00406706652241773,0.241548739027401
Rheumatoid arthritis,GLTSCR2 /// SNORD23,0.00508774771682252,0.599873705463342
Rheumatoid arthritis,RPL22,0.00287965850191807,0.525786063636429
Rheumatoid arthritis,IGK /// IGKC,1.08739040242112e-05,99.0385821083524
Rheumatoid arthritis,IGK /// IGKC,7.1335616057544e-06,101.325470487259
Rheumatoid arthritis,RPL22,0.00179307758634195,0.608382125324609
Rheumatoid arthritis,PERP,0.00635353097181546,0.136072739993823
Rheumatoid arthritis,IGK /// IGKC,3.63764354349705e-06,61.8072979205381
Rheumatoid arthritis,RPL35A,0.00935025555201907,0.463729261106546
Rheumatoid arthritis,RPL10A,0.00359673002863403,0.59401218696973
Uterine fibroid,empty,7.44137560592106e-05,1.47452149566294
Uterine fibroid,COL1A1,0.00163317123601825,1.29732776816029
Uterine fibroid,RPL35,0.00335066277125462,1.47252234957419
Uterine fibroid,HNRNPA1 /// HNRNPA1P10,0.00607843914617801,1.27743441928861
Uterine fibroid,FAU,0.00616847403898613,1.3877708056003
Uterine fibroid,CFL1,0.00152601403978081,1.38076399515639
Uterine fibroid,RPL18,0.00594396906550398,1.44543706207965
Uterine fibroid,RPL27,0.000945455745030688,1.41278390826583
Uterine fibroid,RPL19,0.00364629840116659,1.3931663469013
Uterine fibroid,SLC25A3,0.000105800241920417,1.65637149001963
Uterine fibroid,RPL9,0.00333532416900872,1.28715920279688
Uterine fibroid,DDX5 /// MIR3064 /// MIR5047,0.0019601554095684,1.58096959956567
Uterine fibroid,RPL10A,0.00227599815135038,1.45091901647993
Uterine fibroid,RHOA,0.000473009272746183,1.6981554020064
Uterine fibroid,RPS24,0.00289874570270721,1.23269529687457
Uterine fibroid,HSP90AB1,0.000360578822991675,1.58368863441396
Uterine fibroid,OAZ1,0.00160065208060167,1.48338892502042
Uterine fibroid,H3F3A /// H3F3AP4 /// H3F3B,0.000650525211009945,1.54488698351362
Uterine fibroid,RPS6,0.00564183492053261,1.3380021097033
Uterine fibroid,RPS7,0.00627846573164659,1.37968482911975
Uterine fibroid,RPS10,0.000806353368650869,1.35295353373097
Uterine fibroid,RPS3A /// SNORD73A,0.00146606701619545,1.39912720966341
Uterine fibroid,UBB,0.00330128672578112,1.38849372263398
Uterine fibroid,PFN1,0.000362158308139238,1.89243934545311
Uterine fibroid,P4HB,0.00242362924493522,1.69164246251122
Uterine fibroid,SLC25A5,0.000177943622886145,1.95390608440747
Uterine fibroid,S100A11,0.0024582003033109,2.1069401277805
Uterine fibroid,SPARC,0.002113221645202,1.65464667271117
Uterine fibroid,EEF1G /// MIR3654,9.795413573499e-05,1.49458308771317
Uterine fibroid,RPL13A /// RPL13AP5 /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A,0.00339222537141148,1.26257730651872
Uterine fibroid,RPL10 /// SNORA70,0.000528615999100479,1.31686035742151
Uterine fibroid,PGK1,0.000365139013830618,1.7501382809055
Uterine fibroid,RPLP1,0.000328104811989194,1.32533938824445
Uterine fibroid,RPS10,0.00169191179913264,1.4798849154561
Uterine fibroid,RPS15,0.00280891542570882,1.38052597258639
Uterine fibroid,RPS21,0.00614279092502856,1.46139498901453
Uterine fibroid,RPS8 /// SNORD38B /// SNORD55,0.00139562476488764,1.53791901755663
Uterine fibroid,FLNA,0.0042725743139761,1.58986783069628
Uterine fibroid,S100A10,0.00111232553167062,1.75685285500007
Uterine fibroid,PGAM1,0.00100980915465554,1.58680820745184
Uterine fibroid,RPL23 /// SNORA21,0.000371983294193634,1.41443905546426
Uterine fibroid,RPLP2 /// SNORA52,0.00172669734194997,1.44939548152768
Uterine fibroid,EIF4A2 /// MIR1248 /// SNORA4 /// SNORA63 /// SNORA81 /// SNORD2,0.00166957457095496,1.43808844756987
Uterine fibroid,COX6A1,0.00197281069856037,1.69244541582476
Uterine fibroid,RPS23,0.00418923551163342,1.30093313990657
Uterine fibroid,VCL,0.0076624251864974,1.45668298511834
Uterine fibroid,RPS4X,0.000443647272720171,1.30997160477448
Uterine fibroid,RPL8,0.00190793888073448,1.40976047058686
Uterine fibroid,RPL5 /// SNORD21,0.00237802627015837,1.32615186362306
Uterine fibroid,RPS20 /// SNORD54,0.00183031736190986,1.37824889396987
Uterine fibroid,RPL31,0.00484377289258908,1.30802193825981
Uterine fibroid,LDHB,0.00406505927100953,1.4796846820593
Uterine fibroid,RPLP0,0.00019001937368035,1.42393642434622
Uterine fibroid,DUSP1,0.00983372982117603,1.82320991718006
Uterine fibroid,RPS18,0.000825200951617311,1.23567240734099
Uterine fibroid,TUBA1B,0.00345564291283706,1.51373324214687
Uterine fibroid,RPS29,0.00125496948229586,1.44390893347492
Uterine fibroid,YBX3,0.00882865203934025,1.47544146511427
Uterine fibroid,IGFBP7,0.00796203610389845,1.43645400692871
Uterine fibroid,RNU86 /// RPL3 /// SNORD83B,0.00495216990576208,1.26217177655271
Uterine fibroid,ENO1,0.000441876311846556,1.61700646624038
Uterine fibroid,RPS6,0.00189645169520591,1.35503429109808
Uterine fibroid,RPS3A /// SNORD73A,0.00682299324823354,1.28096731136583
Uterine fibroid,LOC101060363 /// PPIA,0.00189827941727061,1.49332818391852
Uterine fibroid,ATP5B,0.000581452700382346,1.54915993802112
Uterine fibroid,RPL36A /// RPL36A-HNRNPH2,0.000532145927556793,1.50363396394808
Uterine fibroid,VIM,0.0011720995181852,1.39898296311143
Uterine fibroid,RPL37A,0.00111409427999143,1.22907222177858
Uterine fibroid,COL6A3,0.000434753814351874,1.62015911446865
Uterine fibroid,RPL41,0.00256748009020979,1.27828871921168
Uterine fibroid,IGFBP4,0.000813292435143942,1.79601575990973
Uterine fibroid,EIF4A1 /// LOC101928634 /// SENP3-EIF4A1 /// SNORA48 /// SNORA67 /// SNORD10,0.00225282223664236,1.48346126596735
Uterine fibroid,FHL1,0.00728261158210231,1.43265851507699
Uterine fibroid,ACTB /// ACTG1,0.000304800089123036,1.40026947872807
Uterine fibroid,IER3,0.00103928099805795,2.45676866510356
Uterine fibroid,RPS17,0.000676926294846503,1.39267522933152
Uterine fibroid,COL3A1,0.0023777233145863,1.46041977625595
Uterine fibroid,MORF4L2,0.000547604142187907,1.54246416962077
Uterine fibroid,EIF1,0.00112917977476068,1.76718581817157
Uterine fibroid,RPL38,7.83489338437304e-05,1.59471746727906
Uterine fibroid,SNAP25,0.00131541383265388,2.09363893783737
Uterine fibroid,RPS19,0.00139990344693341,1.5428127280163
Uterine fibroid,RPL27A /// SNORA45A,0.000518063312935246,1.3693601274359
Uterine fibroid,RPS2 /// SNORA64,0.000901424722713484,1.37234796955374
Uterine fibroid,EEF2,7.83369046550852e-05,1.51306990535872
Uterine fibroid,TUBB2A,0.00303767993547099,1.85386112568025
Uterine fibroid,MB,0.00251365244792001,1.72111768477234
Uterine fibroid,S100A2,0.00993697560572759,1.92922554993086
Uterine fibroid,EEF1A1,0.00207319557509977,1.20404450672412
Uterine fibroid,CSTA,0.00105703671492119,1.60798798981142
Uterine fibroid,empty,0.00791312344499817,1.17706774434658
Uterine fibroid,CALM1 /// CALM2 /// CALM3,0.00680312541409855,1.36698942854438
Uterine fibroid,YBX1,0.00898371075621107,1.45052712908533
Uterine fibroid,RPS14,0.00107843377441352,1.35220755884647
Uterine fibroid,CLIC1,0.00610651564283682,1.50544429279053
Uterine fibroid,CAPN2,0.00526756741629164,1.56708913909517
Uterine fibroid,HSPA8 /// SNORD14C /// SNORD14D,0.000582351663992342,1.80319517735516
Uterine fibroid,RPS3,0.000825376140273004,1.54740628507718
Uterine fibroid,RPL39,0.00139208613385811,1.36129270191894
Uterine fibroid,HLA-B,0.00524845938316132,1.49924002382689
Uterine fibroid,NAP1L1,0.00438563761205613,1.43934660570398
Uterine fibroid,HLA-C,0.000829973548023721,1.46660460060335
Uterine fibroid,RPLP0,0.000233864160907649,1.41537005041561
Uterine fibroid,RPS28,8.45237314744951e-05,1.47439316064564
Uterine fibroid,UBC,0.00121231676722611,1.37559777606121
Uterine fibroid,TUBB,0.000318793922399196,1.70396096727286
Uterine fibroid,TUBA1A,0.00767245711749931,1.50985039977119
Uterine fibroid,RPS6,0.00199259754265402,1.29004715762271
Uterine fibroid,HLA-B,0.00348035885811671,1.44195465594331
Uterine fibroid,TUBA1C,0.000375279222335823,1.53199110612293
Uterine fibroid,HSPA8 /// SNORD14C /// SNORD14D,0.0021596624621304,1.70111919818799
Uterine fibroid,FN1,0.00312939111865207,1.66478573473104
Uterine fibroid,KRT10,0.00740705854265744,1.86072723162596
Uterine fibroid,RPL13A /// RPL13AP5 /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A,0.00181824102175809,1.26890236528933
Uterine fibroid,PEBP1,0.000721777423227654,1.66990398955607
Uterine fibroid,TPM1,0.00110188776850095,1.63823240308298
Uterine fibroid,TUBA1B,0.00167277847911584,1.56695917374764
Uterine fibroid,TUBA1B,0.00255770375777353,1.50644023841913
Uterine fibroid,COL3A1,0.00328489067202897,1.5082492130016
Uterine fibroid,UBC,0.00162828810288029,1.30078529561309
Uterine fibroid,EEF1G /// MIR3654,5.30673943542892e-05,1.50624426843346
Uterine fibroid,LOC101060363 /// PPIA,0.00150254719183818,1.51764375226323
Uterine fibroid,RPS17,0.00106804420091955,1.37910861615089
Uterine fibroid,RTN4,0.00235162831081248,1.58868597858693
Uterine fibroid,RPS10,0.000692118520415619,1.44579855955705
Uterine fibroid,FTH1P5,0.00362965021516715,1.35754650107019
Uterine fibroid,RNU86 /// RPL3 /// SNORD83B,0.000356706898058667,1.43649746310694
Uterine fibroid,TUBB,4.05898879309863e-05,1.82244415955641
Uterine fibroid,FN1,0.00318703120026453,1.63441900648034
Uterine fibroid,RPLP0,0.000104996791156609,1.44649038140012
Uterine fibroid,TUBA1C,0.00020548066438919,1.55609906824768
Uterine fibroid,PPIA,0.00146337135620822,1.51368414870157
Uterine fibroid,EIF4A1 /// LOC101928634 /// SENP3-EIF4A1 /// SNORA48 /// SNORA67 /// SNORD10,0.00692639407870121,1.35605264791717
Uterine fibroid,EEF1G /// MIR3654,2.29413571075643e-05,1.54454965563504
Uterine fibroid,BTF3,0.00281534665351968,1.41398241067083
Uterine fibroid,RPL13A /// RPL13AP5 /// RPL13AP6 /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A,0.000417552261291032,1.43848469844585
Uterine fibroid,LOC101928826 /// TPT1,0.000900689988739045,1.23339553447385
Uterine fibroid,EIF1,0.00153656724044793,1.49391658555843
Uterine fibroid,ACTB /// ACTG1,0.000318525428801841,1.38861232365499
Uterine fibroid,RPLP0,0.000694525151922254,1.44975550633886
Uterine fibroid,LOC101060363 /// PPIA,0.00203899004102648,1.49145516653649
Uterine fibroid,ACTB /// ACTG1,0.00014627042885651,1.44847913225919
Uterine fibroid,CALM1 /// CALM2 /// CALM3,0.00884959766603566,1.51464839863545
Uterine fibroid,ACTB /// ACTG1,0.000193281419752944,1.50169347193261
Uterine fibroid,RNU86 /// RPL3 /// SNORD83B,0.00596357950138293,1.25708728220366
Uterine fibroid,MYL6,0.00800216076960136,1.39931116877686
Uterine fibroid,EIF1,0.0013478999150639,1.72120462831591
Uterine fibroid,RPL13 /// SNORD68,0.00784862691975052,1.37372684015059
Uterine fibroid,EIF1,0.00132084579746494,1.75452921511625
Uterine fibroid,ATP2A2,0.000988178873865819,1.54011294959124
Uterine fibroid,ACTB /// ACTG1,0.00239759907270631,1.35963134733708
Uterine fibroid,RPS3A /// SNORD73A,0.00203906270476106,1.33746570194503
Uterine fibroid,FN1,0.0057929308280773,1.62945110176915
Uterine fibroid,RPS17,0.00815085599920051,1.28861488372751
Uterine fibroid,GAPDH,0.000238496002455735,1.74144926888394
Uterine fibroid,TUBA1B,0.000255053719771081,1.71004596362948
Uterine fibroid,LOC101060363 /// PPIA,0.00246656674654033,1.47134540053739
Uterine fibroid,RPL13 /// SNORD68,0.00172685640069048,1.28395317582535
Uterine fibroid,FTL,0.00034946829095106,1.50811592347356
Uterine fibroid,RPL13A /// RPL13AP5 /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A,0.00141974780182497,1.27544743525621
Uterine fibroid,ACTB /// ACTG1,7.81266654761303e-05,1.48526408379959
Uterine fibroid,ACTB /// ACTG1,0.000148068014917624,1.45919836197776
Uterine fibroid,RPS4X,0.000451038719630037,1.32386295415999
Uterine fibroid,RPS12,0.00569729145833031,1.30561642486645
Uterine fibroid,RPS19,0.000818890395382854,1.52156243561073
Uterine fibroid,GAPDH,0.00397151349379843,1.60758564280072
Uterine fibroid,EEF1A1,0.000727676289696166,1.18347244553562
Uterine fibroid,EEF1A1,0.00127513678064262,1.20381009362858
Uterine fibroid,EEF1A1,0.00306014600966464,1.19691586758209
Uterine fibroid,TUBA1B,0.00119573695551578,1.56897159202009
Uterine fibroid,RPL35A,0.00678720493958063,1.42544525999167
Uterine fibroid,ATP5A1,0.00214500128083817,1.51279445853032
Uterine fibroid,RPSA /// RPSAP19 /// RPSAP58 /// RPSAP9 /// SNORA6 /// SNORA62,0.00646386637694307,1.39522182729087
Uterine fibroid,RPS16,0.00287727247952285,1.30580544209107
Uterine fibroid,HLA-A,0.000637778820804957,1.48804188585718
Uterine fibroid,TF,0.00922009576158644,1.38817418214426
Uterine fibroid,LOC101928826 /// TPT1,0.000613317795435275,1.26794102139886
Uterine fibroid,HLA-C,0.00180082381393809,1.50965420491535
Uterine fibroid,FHL1,0.00904137684785622,1.6982370582912
Uterine fibroid,HMGB1,0.00790713328245063,1.3704002792144
Uterine fibroid,GLUL,0.00248538996332426,1.59434157100109
Uterine fibroid,COL3A1,0.00414602034540579,1.42423273375298
Uterine fibroid,HLA-A,0.000652065149538528,1.5077211416739
Uterine fibroid,RPS4XP2 /// RPS4XP2,2.60004921129875e-05,1.54327539049411
Uterine fibroid,FN1,0.00278040982543926,1.67113423381687
Uterine fibroid,LOC101928826 /// TPT1,0.00892025800422458,1.21541614701119
Uterine fibroid,HLA-C,0.000413537006581977,1.56637347438169
Uterine fibroid,GAPDH,0.00597301039506615,1.52629938854054
Uterine fibroid,CHCHD2,1.65843654085229e-05,1.80982068925596
Uterine fibroid,TMSB10,0.00878509237278813,1.46238605280679
Uterine fibroid,RPL7A /// SNORD24 /// SNORD36A /// SNORD36B,0.000279881132532411,1.41640025606349
Uterine fibroid,NGFRAP1,0.0095342431872818,1.38653951050576
Uterine fibroid,RPL15,0.00386070052587761,1.41207221409678
Uterine fibroid,ACTB /// ACTG1,0.000249769625063401,1.42980200905112
Uterine fibroid,RP5-882O7.1,0.00218680224992251,1.33194712423712
Uterine fibroid,HSPA8 /// SNORD14C /// SNORD14D,0.00231233834993672,1.59936120329156
Uterine fibroid,HSPA8 /// SNORD14C /// SNORD14D,0.00111591388260424,1.63645473410623
Uterine fibroid,ACTB /// ACTG1,0.000195942182348974,1.47132987243069
Uterine fibroid,MYLK,0.00481354309472859,1.42304280214171
Uterine fibroid,RPL7A /// SNORD24 /// SNORD36A /// SNORD36B,5.16301901811733e-05,1.54655347739871
Uterine fibroid,SLC1A2,0.00477172397634573,1.81465634567065
Uterine fibroid,MRFAP1,0.00792318207194753,1.38809438777144
Uterine fibroid,RPS16,0.00301628859953018,1.28704338555241
Uterine fibroid,RPL10A,0.000337505561238904,1.35229729581522
Uterine fibroid,RP3-486D24.1,0.000101705514897188,2.13370736949699
Uterine fibroid,RPL7A /// SNORD24 /// SNORD36A /// SNORD36B,0.000765013303074324,1.64595467893117
Uterine fibroid,SFN,0.00978974974665259,1.41013231266102
Uterine fibroid,GAPDH,0.00208798518671238,1.52428538944128
Uterine fibroid,empty,0.00605071998760376,0.110770831720295
