# Program:featureCounts v2.0.2; Command:"c:/bmes/featurecounts.w64.exe" "-a" "C:\Users\GavinGao\AppData\Local\Temp\bmes\GCF_000146045.2_R64_genomic.gffGCF_000146045.2_R64045146000GCFallgenomesftp.ncbi.nlm.nih.gov" "-o" "mutation.txt" "C:/Users/GavinGao/AppData/Local/Temp/bmes/SRR1302792_pass.randsamplernaseq.dbp2ftpsacan.biomed.drexel.edu.fastq.sam" "-O" "--tmpDir" "C:/Users/GavinGao/AppData/Local/Temp/bmes" "-T" "32" "-t" "exon" "-g" "locus_tag" 
Geneid	Chr	Start	End	Strand	Length	C:/Users/GavinGao/AppData/Local/Temp/bmes/SRR1302792_pass.randsamplernaseq.dbp2ftpsacan.biomed.drexel.edu.fastq.sam
YIL133C	NC_001141.2;NC_001141.2	98527;99386	99095;99416	-;-	600	44
YIL132C	NC_001141.2	99860	100501	-	642	0
YIL131C	NC_001141.2	100781	102235	-	1455	9
YIL130W	NC_001141.2	102782	105676	+	2895	14
YIL129C	NC_001141.2	106107	113237	-	7131	33
YIL128W	NC_001141.2	113806	116904	+	3099	8
YIL127C	NC_001141.2	117024	117644	-	621	8
YIL126W	NC_001141.2	117992	122071	+	4080	11
YIL125W	NC_001141.2	122689	125733	+	3045	28
YIL124W	NC_001141.2	126204	127097	+	894	2
YIL123W	NC_001141.2	128151	129581	+	1431	10
YIL122W	NC_001141.2	130610	131665	+	1056	1
YIL121W	NC_001141.2	132244	133872	+	1629	14
YIL120W	NC_001141.2	134417	136108	+	1692	2
YIL119C	NC_001141.2	136654	137877	-	1224	0
YIL118W	NC_001141.2	139752	140447	+	696	21
YIL117C	NC_001141.2	140613	141569	-	957	4
YIL116W	NC_001141.2	142928	144085	+	1158	13
YIL115C	NC_001141.2	144327	148709	-	4383	13
YIL114C	NC_001141.2	149143	149988	-	846	9
YIL113W	NC_001141.2	150559	151188	+	630	5
YIL112W	NC_001141.2	151595	154846	+	3252	16
YIL111W	NC_001141.2;NC_001141.2	155222;155311	155222;155765	+;+	456	12
YIL110W	NC_001141.2	156045	157178	+	1134	11
YIL109C	NC_001141.2	157385	160165	-	2781	15
YIL108W	NC_001141.2	160887	162977	+	2091	10
YIL107C	NC_001141.2	163278	165761	-	2484	17
YIL106W	NC_001141.2;NC_001141.2	166415;166520	166434;167444	+;+	945	9
YIL105C	NC_001141.2	167581	169641	-	2061	7
YIL105W-A	NC_001141.2	167664	167804	+	141	0
YIL104C	NC_001141.2	169982	171505	-	1524	18
YIL103W	NC_001141.2	171751	173028	+	1278	13
YIL102C-A	NC_001141.2	173365	173592	-	228	2
YIL102C	NC_001141.2	174582	174887	-	306	1
YNCI0002W	NC_001141.2	175031	175103	+	73	1
YIL101C	NC_001141.2	175307	177250	-	1944	0
YIL099W	NC_001141.2	178004	179653	+	1650	3
YIL098C	NC_001141.2	179772	180239	-	468	3
YIL097W	NC_001141.2	180427	181977	+	1551	2
YIL096C	NC_001141.2	182117	183127	-	1011	2
YNCI0003C	NC_001141.2	183440	183513	-	74	3
YIL095W	NC_001141.2	183937	186369	+	2433	3
YIL094C	NC_001141.2	186517	187632	-	1116	37
YIL093C	NC_001141.2	187990	188784	-	795	3
YIL092W	NC_001141.2	189066	190967	+	1902	4
YIL091C	NC_001141.2	191030	193195	-	2166	22
YIL090W	NC_001141.2	193595	195070	+	1476	12
YIL089W	NC_001141.2	195599	196216	+	618	1
YNCI0004W	NC_001141.2	197592	197663	+	72	463
YIL088C	NC_001141.2	197931	199403	-	1473	11
YIL087C	NC_001141.2	199646	200119	-	474	0
YIL086C	NC_001141.2	200153	200461	-	309	0
YIL085C	NC_001141.2	200490	202043	-	1554	22
YIL084C	NC_001141.2	202276	203259	-	984	3
YIL083C	NC_001141.2	203556	204653	-	1098	17
YIL082W-A	NC_001141.2	205635	210132	+	4498	6
YNCI0005W	NC_001141.2	210665	210738	+	74	0
YIL079C	NC_001141.2	210923	212005	-	1083	11
YIL078W	NC_001141.2	212499	214703	+	2205	147
YIL077C	NC_001141.2	214991	215953	-	963	3
YIL076W	NC_001141.2	216658	217548	+	891	18
YIL075C	NC_001141.2	217863	220700	-	2838	99
YIL074C	NC_001141.2	221081	222490	-	1410	8
YIL073C	NC_001141.2;NC_001141.2	222937;225900	225809;225954	-;-	2928	5
YIL072W	NC_001141.2	226602	228419	+	1818	1
YIL071C	NC_001141.2	228660	229994	-	1335	0
YIL070C	NC_001141.2	230272	231072	-	801	3
YIL069C	NC_001141.2;NC_001141.2	231553;232367	231957;232369	-;-	408	53
YIL068C	NC_001141.2	233057	235474	-	2418	10
YIL067C	NC_001141.2	235724	237760	-	2037	16
YIL066C	NC_001141.2	238099	240708	-	2610	0
YIL065C	NC_001141.2	241308	241775	-	468	3
YIL064W	NC_001141.2	241943	242716	+	774	10
YIL063C	NC_001141.2	242761	243744	-	984	12
YIL062C	NC_001141.2	243998	244462	-	465	15
YIL061C	NC_001141.2	244657	245559	-	903	3
YIL060W	NC_001141.2	246392	246826	+	435	7
YIL057C	NC_001141.2	247902	248396	-	495	0
YNCI0006W	NC_001141.2	248850	248931	+	82	1
YIL056W	NC_001141.2	249991	251913	+	1923	0
YIL055C	NC_001141.2	252042	253925	-	1884	4
YIL054W	NC_001141.2	254543	254860	+	318	0
YIL053W	NC_001141.2	255115	255867	+	753	70
YIL052C	NC_001141.2;NC_001141.2	256226;257027	256554;257063	-;-	366	39
YIL051C	NC_001141.2	257843	258280	-	438	93
YIL050W	NC_001141.2	258913	259770	+	858	3
YIL049W	NC_001141.2	260158	260919	+	762	1
YIL048W	NC_001141.2	261437	264892	+	3456	3
YIL047C	NC_001141.2	265115	267823	-	2709	136
YIL046W-A	NC_001141.2	268309	268473	+	165	0
YIL046W	NC_001141.2	268651	270573	+	1923	39
YIL045W	NC_001141.2	271161	272777	+	1617	2
YIL044C	NC_001141.2	272950	273846	-	897	10
YIL043C	NC_001141.2	274072	274926	-	855	94
YIL042C	NC_001141.2	275108	276292	-	1185	3
YIL041W	NC_001141.2	276525	277505	+	981	46
YIL040W	NC_001141.2	277723	278139	+	417	2
YIL039W	NC_001141.2	278426	279847	+	1422	15
YIL038C	NC_001141.2	280142	282652	-	2511	20
YIL037C	NC_001141.2	283029	284999	-	1971	0
YIL036W	NC_001141.2	285666	287429	+	1764	15
YIL035C	NC_001141.2	287790	288908	-	1119	9
YIL034C	NC_001141.2	289226	290089	-	864	14
YIL033C	NC_001141.2	290419	291669	-	1251	12
YIL031W	NC_001141.2	292633	295737	+	3105	8
YIL030C	NC_001141.2	296050	300009	-	3960	29
YNCI0007C	NC_001141.2	300228	300300	-	73	4
YIL029C	NC_001141.2	300829	301257	-	429	2
YIL027C	NC_001141.2	303679	304104	-	426	11
YIL026C	NC_001141.2	304477	307929	-	3453	3
YIL024C	NC_001141.2	308602	309171	-	570	1
YIL023C	NC_001141.2	309386	310426	-	1041	18
YIL022W	NC_001141.2	311165	312460	+	1296	21
YIL021W	NC_001141.2	312905	313861	+	957	16
YIL020C	NC_001141.2	314035	314820	-	786	3
YIL019W	NC_001141.2	315093	316133	+	1041	12
YIL018W	NC_001141.2;NC_001141.2	316768;317172	316771;317932	+;+	765	720
YIL017C	NC_001141.2	318200	320965	-	2766	5
YIL016W	NC_001141.2	321454	321933	+	480	2
YIL015W	NC_001141.2	322342	324105	+	1764	4
YNCI0008C	NC_001141.2	324303	324374	-	72	40
YIL014C-A	NC_001141.2	325212	325526	-	315	2
YNCI0009W	NC_001141.2	325748	325820	+	73	2
YIL014W	NC_001141.2	326103	327995	+	1893	14
YIL013C	NC_001141.2	328207	332442	-	4236	7
YIL012W	NC_001141.2	333011	333352	+	342	0
YIL011W	NC_001141.2	333727	334536	+	810	1
YIL010W	NC_001141.2	334882	335529	+	648	2
YIL009C-A	NC_001141.2	335666	336212	-	547	1
YNCI0010C	NC_001141.2	336349	336420	-	72	31
YIL009W	NC_001141.2	339344	341428	+	2085	13
YIL008W	NC_001141.2	342536	342835	+	300	6
YIL007C	NC_001141.2	342994	343656	-	663	5
YIL006W	NC_001141.2	344062	345183	+	1122	1
YIL005W	NC_001141.2	345692	347797	+	2106	8
YIL004C	NC_001141.2;NC_001141.2	347946;348495	348363;348505	-;-	429	10
YIL003W	NC_001141.2	349122	350003	+	882	0
YIL002W-A	NC_001141.2	350301	350510	+	210	3
YIL002C	NC_001141.2	350591	353431	-	2841	11
YIL001W	NC_001141.2	353940	355481	+	1542	1
YIR001C	NC_001141.2	356143	356895	-	753	2
YIR002C	NC_001141.2	357415	360396	-	2982	9
YIR003W	NC_001141.2	360885	362924	+	2040	5
YIR004W	NC_001141.2	363221	364519	+	1299	11
YIR005W	NC_001141.2	364889	365335	+	447	2
YIR006C	NC_001141.2	365466	369908	-	4443	32
YNCI0011W	NC_001141.2	370417	370488	+	72	124
YIR007W	NC_001141.2	370704	372998	+	2295	3
YIR008C	NC_001141.2	373077	374306	-	1230	8
YIR009W	NC_001141.2	374525	374860	+	336	4
YIR010W	NC_001141.2	375431	377161	+	1731	5
YIR011C	NC_001141.2	377287	378246	-	960	17
YIR012W	NC_001141.2	378486	379781	+	1296	58
YIR013C	NC_001141.2	380019	380384	-	366	0
YIR014W	NC_001141.2	381086	381814	+	729	0
YIR015W	NC_001141.2	381948	382382	+	435	1
YIR016W	NC_001141.2	382628	383425	+	798	24
YIR017C	NC_001141.2	383556	384119	-	564	0
YIR018W	NC_001141.2	384609	385346	+	738	5
YIR018C-A	NC_001141.2	385564	385701	-	138	1
YIR019C	NC_001141.2	389572	393675	-	4104	0
YNCI0012	NC_001141.2	393884	397082	-	3199	4
YIR020C	NC_001141.2	394255	394557	-	303	0
YNCI0013W	NC_001141.2	395999	396939	+	941	3
YIR021W	NC_001141.2	397294	398385	+	1092	2
YIR021W-A	NC_001141.2	398514	398726	+	213	1
YIR022W	NC_001141.2	398733	399236	+	504	13
YIR023W	NC_001141.2	399777	402689	+	2913	5
YIR024C	NC_001141.2	402841	403491	-	651	1
YIR025W	NC_001141.2	403659	404765	+	1107	4
YIR026C	NC_001141.2	404873	405967	-	1095	10
YIR027C	NC_001141.2	406260	407642	-	1383	1
YIR028W	NC_001141.2	408468	410375	+	1908	1
YIR029W	NC_001141.2	410807	411838	+	1032	2
YIR030C	NC_001141.2	412036	412770	-	735	0
YIR031C	NC_001141.2	413015	414679	-	1665	12
YIR032C	NC_001141.2	415030	415617	-	588	1
YIR033W	NC_001141.2	416124	419465	+	3342	19
YIR034C	NC_001141.2	419615	420736	-	1122	3
YIR035C	NC_001141.2	421026	421790	-	765	122
YIR036C	NC_001141.2	422074	422865	-	792	23
YIR037W	NC_001141.2	423128	423619	+	492	7
YIR038C	NC_001141.2	423809	424513	-	705	8
YIR039C	NC_001141.2	430498	432111	-	1614	4
YIR041W	NC_001141.2	433929	434303	+	375	0
YIR042C	NC_001141.2	435273	435983	-	711	0
YJL225C	NC_001142.9;NC_001142.9	466;4970	4581;6130	-;-	5277	28
YJL223C	NC_001142.9	8776	9138	-	363	0
YJL222W	NC_001142.9	11475	16124	+	4650	17
YJL221C	NC_001142.9	16767	18536	-	1770	1
YJL219W	NC_001142.9	19497	21200	+	1704	6
YJL218W	NC_001142.9	21973	22563	+	591	3
YJL217W	NC_001142.9	23133	23729	+	597	12
YJL216C	NC_001142.9	24341	26086	-	1746	1
YJL214W	NC_001142.9	26887	28596	+	1710	1
YJL213W	NC_001142.9	32163	33158	+	996	9
YJL212C	NC_001142.9	33850	36249	-	2400	20
YJL210W	NC_001142.9	36919	37734	+	816	20
YJL209W	NC_001142.9	38005	39969	+	1965	7
YJL208C	NC_001142.9	40194	41183	-	990	1
YJL207C	NC_001142.9	41389	47433	-	6045	54
YJL206C	NC_001142.9	47659	49935	-	2277	5
YJL205C	NC_001142.9;NC_001142.9	50139;50412	50268;50443	-;-	162	0
YJL204C	NC_001142.9	50629	53151	-	2523	8
YJL203W	NC_001142.9	53341	54183	+	843	0
YJL201W	NC_001142.9	54379	56178	+	1800	4
YJL200C	NC_001142.9	56444	58813	-	2370	17
YNCJ0001C	NC_001142.9	59100	59172	-	73	0
YJL199C	NC_001142.9	59856	60182	-	327	0
YJL198W	NC_001142.9	60844	63489	+	2646	32
YJL197W	NC_001142.9	63805	67569	+	3765	18
YJL196C	NC_001142.9	67850	68782	-	933	19
YJL194W	NC_001142.9	69338	70879	+	1542	1
YJL193W	NC_001142.9	71366	72574	+	1209	3
YJL192C	NC_001142.9	72710	73414	-	705	5
YJL191W	NC_001142.9;NC_001142.9	73787;74205	73796;74611	+;+	417	3
YJL190C	NC_001142.9	74910	75302	-	393	79
YJL189W	NC_001142.9;NC_001142.9	75933;76325	75938;76474	+;+	156	109
YJL187C	NC_001142.9	76803	79262	-	2460	9
YJL186W	NC_001142.9	80155	81915	+	1761	31
YJL185C	NC_001142.9	82095	82976	-	882	7
YJL184W	NC_001142.9	83448	83819	+	372	4
YJL183W	NC_001142.9	84068	85336	+	1269	23
YJL181W	NC_001142.9	85660	87495	+	1836	2
YJL180C	NC_001142.9	87583	88560	-	978	3
YJL179W	NC_001142.9	88787	89116	+	330	4
YJL178C	NC_001142.9	89282	90097	-	816	9
YJL177W	NC_001142.9;NC_001142.9	90786;91412	91094;91657	+;+	555	99
YJL176C	NC_001142.9	92053	94530	-	2478	9
YJL174W	NC_001142.9	95092	95922	+	831	24
YJL173C	NC_001142.9	96161	96529	-	369	6
YJL172W	NC_001142.9	97737	99467	+	1731	15
YJL171C	NC_001142.9	99704	100894	-	1191	47
YJL170C	NC_001142.9	101150	101779	-	630	1
YJL168C	NC_001142.9	102227	104428	-	2202	8
YJL167W	NC_001142.9	105014	106072	+	1059	34
YJL166W	NC_001142.9	106434	106718	+	285	22
YJL165C	NC_001142.9	106894	109461	-	2568	29
YJL164C	NC_001142.9	109966	111159	-	1194	6
YJL163C	NC_001142.9	111666	113333	-	1668	0
YJL162C	NC_001142.9	113878	115629	-	1752	4
YNCJ0002C	NC_001142.9	115939	116010	-	72	110
YJL161W	NC_001142.9	117245	117787	+	543	1
YJL160C	NC_001142.9	117962	118825	-	864	1
YJL159W	NC_001142.9	120449	121690	+	1242	86
YJL158C	NC_001142.9	122265	122948	-	684	24
YJL157C	NC_001142.9	123836	126328	-	2493	10
YJL156C	NC_001142.9	126853	128952	-	2100	8
YJL155C	NC_001142.9	129285	130643	-	1359	7
YJL154C	NC_001142.9	131101	133935	-	2835	13
YJL153C	NC_001142.9	134332	135933	-	1602	3
YJL151C	NC_001142.9	136372	136773	-	402	19
YJL149W	NC_001142.9	137379	139370	+	1992	2
YNCJ0003C	NC_001142.9	139566	139691	-	126	323
YNCJ0004C	NC_001142.9	139761	139950	-	190	2182
YJL148W	NC_001142.9	140437	141138	+	702	24
YJL147C	NC_001142.9	141419	142567	-	1149	1
YJL146W	NC_001142.9	143292	144701	+	1410	3
YJL145W	NC_001142.9	145160	146044	+	885	7
YJL144W	NC_001142.9	146359	146673	+	315	13
YJL143W	NC_001142.9	147101	147577	+	477	6
YJL142C	NC_001142.9	147819	148211	-	393	0
YJL141C	NC_001142.9	147967	150390	-	2424	4
YJL140W	NC_001142.9	150961	151626	+	666	3
YJL139C	NC_001142.9	151713	152999	-	1287	12
YJL138C	NC_001142.9	153504	154691	-	1188	85
YJL137C	NC_001142.9	154985	156127	-	1143	0
YJL136W-A	NC_001142.9	156169	156252	+	84	1
YJL136C	NC_001142.9;NC_001142.9	156550;157250	156789;157273	-;-	264	101
YJL134W	NC_001142.9	158188	159417	+	1230	24
YJL133C-A	NC_001142.9	159623	159847	-	225	4
YJL133W	NC_001142.9	160619	161563	+	945	0
YJL132W	NC_001142.9	161914	164166	+	2253	4
YJL131C	NC_001142.9	164278	165348	-	1071	2
YJL130C	NC_001142.9	165723	172367	-	6645	141
YJL129C	NC_001142.9	173599	177306	-	3708	11
YJL128C	NC_001142.9	178097	180103	-	2007	4
YJL127C-B	NC_001142.9	181551	181709	-	159	1
YJL127C	NC_001142.9	182298	184220	-	1923	7
YJL126W	NC_001142.9	184501	185424	+	924	7
YJL125C	NC_001142.9	185528	186679	-	1152	5
YJL124C	NC_001142.9	187126	187644	-	519	4
YJL123C	NC_001142.9	188004	189440	-	1437	16
YJL122W	NC_001142.9	189716	190243	+	528	18
YJL121C	NC_001142.9	190374	191090	-	717	24
YJL118W	NC_001142.9	191639	192298	+	660	0
YJL117W	NC_001142.9	192531	193466	+	936	6
YJL116C	NC_001142.9	193860	194873	-	1014	39
YJL115W	NC_001142.9	196287	197126	+	840	6
YNCJ0005C	NC_001142.9	197313	197385	-	73	0
YJL114W	NC_001142.9	197915	198595	+	681	0
YJL113W	NC_001142.9	198678	203325	+	4648	6
YNCJ0006W	NC_001142.9	204735	204806	+	72	17
YJL112W	NC_001142.9	205305	207449	+	2145	11
YJL111W	NC_001142.9	207877	209529	+	1653	29
YJL110C	NC_001142.9	209922	211577	-	1656	9
YJL109C	NC_001142.9	212000	217309	-	5310	81
YJL108C	NC_001142.9	217705	218856	-	1152	4
YJL107C	NC_001142.9	218853	220016	-	1164	5
YJL106W	NC_001142.9	221390	223327	+	1938	0
YJL105W	NC_001142.9	225055	226737	+	1683	1
YJL104W	NC_001142.9	227327	227776	+	450	3
YNCJ0007C	NC_001142.9	228094	228479	-	386	559
YJL103C	NC_001142.9	229025	230881	-	1857	2
YJL102W	NC_001142.9	231301	233760	+	2460	9
YNCJ0008W	NC_001142.9	233939	234011	+	73	1
YJL101C	NC_001142.9	234320	236356	-	2037	13
YJL100W	NC_001142.9	237263	239086	+	1824	10
YJL099W	NC_001142.9	239414	241654	+	2241	9
YJL098W	NC_001142.9	242082	245258	+	3177	19
YJL097W	NC_001142.9	245591	246244	+	654	0
YJL096W	NC_001142.9	246490	246975	+	486	3
YJL095W	NC_001142.9	247255	251691	+	4437	9
YJL094C	NC_001142.9	251821	254442	-	2622	9
YJL093C	NC_001142.9	254737	256812	-	2076	16
YJL092W	NC_001142.9	257423	260947	+	3525	2
YJL091C	NC_001142.9	261080	262552	-	1473	10
YJL090C	NC_001142.9	262757	265051	-	2295	1
YJL089W	NC_001142.9	265926	268415	+	2490	0
YJL088W	NC_001142.9	268799	269815	+	1017	1
YJL087C	NC_001142.9	270002	272485	-	2484	5
YJL085W	NC_001142.9	272827	274698	+	1872	4
YJL084C	NC_001142.9	274862	278002	-	3141	2
YJL083W	NC_001142.9	278841	280655	+	1815	17
YJL082W	NC_001142.9	281185	283380	+	2196	16
YJL081C	NC_001142.9	283802	285271	-	1470	11
YJL080C	NC_001142.9	285558	289226	-	3669	53
YJL079C	NC_001142.9	289875	290774	-	900	19
YJL078C	NC_001142.9	291336	293981	-	2646	18
YJL077W-B	NC_001142.9	294047	294145	+	99	3
YJL077C	NC_001142.9	294666	295061	-	396	2
YJL077W-A	NC_001142.9	294799	294885	+	87	1
YJL076W	NC_001142.9	295245	298814	+	3570	21
YJL075C	NC_001142.9	298460	298876	-	417	2
YJL074C	NC_001142.9	299157	302849	-	3693	9
YJL073W	NC_001142.9	303181	305118	+	1938	1
YJL072C	NC_001142.9	305221	305862	-	642	10
YJL071W	NC_001142.9	306132	307856	+	1725	1
YJL070C	NC_001142.9	307971	310637	-	2667	3
YJL069C	NC_001142.9	310922	312706	-	1785	23
YJL068C	NC_001142.9	313016	313915	-	900	7
YJL066C	NC_001142.9	314114	314872	-	759	4
YJL065C	NC_001142.9	315054	315557	-	504	6
YJL063C	NC_001142.9	315759	316475	-	717	11
YJL062W-A	NC_001142.9	316723	316980	+	258	7
YJL062W	NC_001142.9	317284	319776	+	2493	7
YJL061W	NC_001142.9	320016	322157	+	2142	6
YJL060W	NC_001142.9	323386	324720	+	1335	9
YJL059W	NC_001142.9	324964	326190	+	1227	3
YJL058C	NC_001142.9	326242	327873	-	1632	2
YJL057C	NC_001142.9	328118	330121	-	2004	3
YJL056C	NC_001142.9	330431	333073	-	2643	4
YJL055W	NC_001142.9	333357	334094	+	738	17
YJL054W	NC_001142.9	334265	335701	+	1437	14
YJL053W	NC_001142.9	335898	337037	+	1140	1
YJL052C-A	NC_001142.9	337884	338003	-	120	0
YJL052W	NC_001142.9	338271	339269	+	999	87
YJL051W	NC_001142.9	339787	342255	+	2469	11
YJL050W	NC_001142.9	342522	345743	+	3222	71
YJL049W	NC_001142.9	345973	347325	+	1353	1
YJL048C	NC_001142.9	347447	348637	-	1191	4
YJL047C-A	NC_001142.9	349044	349178	-	135	33
YNCJ0009C	NC_001142.9	349130	349233	-	104	63
YJL047C	NC_001142.9	349580	352108	-	2529	6
YJL046W	NC_001142.9	352386	353615	+	1230	7
YNCJ0010W	NC_001142.9;NC_001142.9	354244;354297	354282;354332	+;+	75	0
YNCJ0011W	NC_001142.9	355374	355445	+	72	1
YNCJ0012W	NC_001142.9	355456	355527	+	72	21
YJL045W	NC_001142.9	356024	357928	+	1905	3
YJL044C	NC_001142.9	358300	359676	-	1377	7
YJL043W	NC_001142.9	360130	360903	+	774	0
YJL042W	NC_001142.9	361249	365445	+	4197	19
YJL041W	NC_001142.9;NC_001142.9	365784;365903	365784;368373	+;+	2472	9
YJL039C	NC_001142.9	368748	373799	-	5052	53
YNCJ0013C	NC_001142.9	374424	374495	-	72	22
YNCJ0014C	NC_001142.9	374506	374577	-	72	1
YJL038C	NC_001142.9	375115	375774	-	660	2
YJL037W	NC_001142.9	376662	377336	+	675	0
YNCJ0015W	NC_001142.9	378360	378433	+	74	2
YJL036W	NC_001142.9	378825	380096	+	1272	5
YJL035C	NC_001142.9	380249	381001	-	753	2
YJL034W	NC_001142.9	381327	383375	+	2049	91
YJL033W	NC_001142.9	383837	386149	+	2313	16
YJL031C	NC_001142.9;NC_001142.9	386368;387436	387348;387438	-;-	984	11
YJL030W	NC_001142.9	387657	388247	+	591	3
YJL029C	NC_001142.9	388385	390853	-	2469	16
YNCJ0016C	NC_001142.9	391043	391115	-	73	1
YJL028W	NC_001142.9	391311	391646	+	336	0
YJL027C	NC_001142.9	391833	392249	-	417	0
YJL026W	NC_001142.9	392404	393603	+	1200	55
YJL025W	NC_001142.9	393967	395511	+	1545	2
YJL024C	NC_001142.9;NC_001142.9	395931;396571	396493;396592	-;-	585	3
YNCJ0017C	NC_001142.9	396726	396796	-	71	3
YJL023C	NC_001142.9	397355	398398	-	1044	0
YJL020C	NC_001142.9	398937	402410	-	3474	8
YJL019W	NC_001142.9	402897	404945	+	2049	8
YJL016W	NC_001142.9	405588	407273	+	1686	23
YJL014W	NC_001142.9	407558	409162	+	1605	32
YJL013C	NC_001142.9	409493	411040	-	1548	2
YJL012C	NC_001142.9	411234	413399	-	2166	16
YJL011C	NC_001142.9	414285	414770	-	486	8
YNCJ0018W	NC_001142.9	414966	415038	+	73	3
YNCJ0019C	NC_001142.9;NC_001142.9	415931;416001	415966;416036	-;-	72	7
YJL010C	NC_001142.9	417562	419562	-	2001	22
YJL008C	NC_001142.9	419957	421663	-	1707	44
YJL007C	NC_001142.9	422698	423012	-	315	1
YNCJ0020W	NC_001142.9	422937	423009	+	73	1
YJL006C	NC_001142.9	423138	424109	-	972	0
YNCJ0021C	NC_001142.9	424432	424515	-	84	0
YJL005W	NC_001142.9	425157	431237	+	6081	16
YJL004C	NC_001142.9	431589	432200	-	612	7
YJL003W	NC_001142.9	432644	433000	+	357	0
YJL002C	NC_001142.9	433221	434651	-	1431	41
YJL001W	NC_001142.9;NC_001142.9	435163;435344	435227;435926	+;+	648	23
YJR001W	NC_001142.9	436802	438610	+	1809	33
YJR002W	NC_001142.9	438865	440646	+	1782	44
YJR003C	NC_001142.9	440994	442553	-	1560	15
YJR004C	NC_001142.9	442909	444861	-	1953	3
YJR005W	NC_001142.9	445923	448025	+	2103	15
YJR005C-A	NC_001142.9	448477	448758	-	282	0
YJR006W	NC_001142.9	449202	450665	+	1464	9
YJR007W	NC_001142.9	451020	451934	+	915	22
YJR008W	NC_001142.9	452430	453446	+	1017	10
YJR009C	NC_001142.9	453683	454681	-	999	343
YJR010W	NC_001142.9	456239	457774	+	1536	15
YJR010C-A	NC_001142.9	458077	458361	-	285	10
YJR011C	NC_001142.9	458641	459426	-	786	2
YJR012C	NC_001142.9	459795	460193	-	399	0
YJR013W	NC_001142.9	460382	461593	+	1212	3
YJR014W	NC_001142.9	461829	462425	+	597	12
YJR015W	NC_001142.9	462721	464253	+	1533	10
YJR016C	NC_001142.9	464451	466208	-	1758	240
YJR017C	NC_001142.9	466521	467033	-	513	8
YJR019C	NC_001142.9	467232	468281	-	1050	2
YJR021C	NC_001142.9;NC_001142.9	468555;469264	469183;469579	-;-	945	3
YJR022W	NC_001142.9	469784	470113	+	330	2
YJR024C	NC_001142.9	470230	470964	-	735	11
YJR025C	NC_001142.9	471138	471671	-	534	7
YJR027W	NC_001142.9	472760	478028	+	5269	48
YJR026W	NC_001142.9	472760	474082	+	1323	25
YJR029W	NC_001142.9	478344	483612	+	5269	43
YJR028W	NC_001142.9	478344	479666	+	1323	10
YJR030C	NC_001142.9	483959	486196	-	2238	4
YJR031C	NC_001142.9	486586	490812	-	4227	18
YJR032W	NC_001142.9	491081	492262	+	1182	3
YJR033C	NC_001142.9	492378	496451	-	4074	10
YJR034W	NC_001142.9	496683	497009	+	327	0
YJR035W	NC_001142.9	497355	500612	+	3258	4
YJR036C	NC_001142.9	500713	503391	-	2679	0
YJR039W	NC_001142.9	503936	507301	+	3366	4
YJR040W	NC_001142.9	507746	510085	+	2340	6
YJR041C	NC_001142.9	510239	513763	-	3525	8
YJR042W	NC_001142.9	514055	516289	+	2235	25
YJR043C	NC_001142.9	516461	517513	-	1053	2
YNCJ0022C	NC_001142.9	517813	517884	-	72	0
YJR044C	NC_001142.9	518763	519185	-	423	3
YJR045C	NC_001142.9	519638	521602	-	1965	55
YJR046W	NC_001142.9	522048	523862	+	1815	31
YNCJ0023C	NC_001142.9	524012	524093	-	82	11
YJR047C	NC_001142.9	524908	525381	-	474	2
YJR048W	NC_001142.9	526335	526664	+	330	7
YJR049C	NC_001142.9	526884	528476	-	1593	29
YJR050W	NC_001142.9	528697	529404	+	708	5
YJR051W	NC_001142.9	529861	531366	+	1506	11
YNCJ0024W	NC_001142.9	531828	531898	+	71	1
YJR052W	NC_001142.9	532062	533759	+	1698	4
YJR053W	NC_001142.9	534027	535751	+	1725	0
YJR054W	NC_001142.9	536056	537549	+	1494	5
YNCJ0025W	NC_001142.9	538555	538626	+	72	10
YJR055W	NC_001142.9	538772	539266	+	495	2
YNCJ0026W	NC_001142.9	541508	541579	+	72	13
YJR056C	NC_001142.9	541792	542502	-	711	2
YNCJ0027C	NC_001142.9;NC_001142.9	542956;543006	542991;543044	-;-	75	5
YJR057W	NC_001142.9	544062	544712	+	651	2
YJR058C	NC_001142.9	544732	545175	-	444	5
YJR059W	NC_001142.9	545787	548243	+	2457	9
YJR060W	NC_001142.9	548759	549814	+	1056	11
YJR061W	NC_001142.9	550511	553318	+	2808	7
YJR062C	NC_001142.9	553476	554849	-	1374	1
YJR063W	NC_001142.9	555195	555572	+	378	1
YJR064W	NC_001142.9	555914	557602	+	1689	88
YJR065C	NC_001142.9	557809	559158	-	1350	12
YJR066W	NC_001142.9	559416	566828	+	7413	16
YJR067C	NC_001142.9	567019	567444	-	426	3
YJR068W	NC_001142.9	567643	568704	+	1062	19
YJR069C	NC_001142.9	568806	569399	-	594	8
YJR070C	NC_001142.9	569621	570598	-	978	11
YJR072C	NC_001142.9	570967	572124	-	1158	60
YJR073C	NC_001142.9	572315	572935	-	621	11
YJR074W	NC_001142.9	573095	573751	+	657	5
YJR075W	NC_001142.9	573981	575171	+	1191	25
YJR076C	NC_001142.9	575354	576601	-	1248	17
YJR077C	NC_001142.9	577255	578190	-	936	32
YJR078W	NC_001142.9	578860	580221	+	1362	0
