# Program:featureCounts v2.0.2; Command:"c:/bmes/featurecounts.w64.exe" "-a" "C:\Users\GavinGao\AppData\Local\Temp\bmes\GCF_000146045.2_R64_genomic.gffGCF_000146045.2_R64045146000GCFallgenomesftp.ncbi.nlm.nih.gov" "-o" "wildtype.txt" "C:/Users/GavinGao/AppData/Local/Temp/bmes/SRR1302790_pass.randsamplernaseq.dbp2ftpsacan.biomed.drexel.edu.fastq.sam" "-O" "--tmpDir" "C:/Users/GavinGao/AppData/Local/Temp/bmes" "-T" "32" "-t" "exon" "-g" "locus_tag" 
Geneid	Chr	Start	End	Strand	Length	C:/Users/GavinGao/AppData/Local/Temp/bmes/SRR1302790_pass.randsamplernaseq.dbp2ftpsacan.biomed.drexel.edu.fastq.sam
YJL149W	NC_001142.9	137379	139370	+	1992	0
YNCJ0003C	NC_001142.9	139566	139691	-	126	42
YNCJ0004C	NC_001142.9	139761	139950	-	190	360
YJL148W	NC_001142.9	140437	141138	+	702	4
YJL147C	NC_001142.9	141419	142567	-	1149	0
YJL146W	NC_001142.9	143292	144701	+	1410	2
YJL145W	NC_001142.9	145160	146044	+	885	0
YJL144W	NC_001142.9	146359	146673	+	315	2
YJL143W	NC_001142.9	147101	147577	+	477	0
YJL142C	NC_001142.9	147819	148211	-	393	0
YJL141C	NC_001142.9	147967	150390	-	2424	1
YJL140W	NC_001142.9	150961	151626	+	666	0
YJL139C	NC_001142.9	151713	152999	-	1287	0
YJL138C	NC_001142.9	153504	154691	-	1188	20
YJL137C	NC_001142.9	154985	156127	-	1143	0
YJL136W-A	NC_001142.9	156169	156252	+	84	0
YJL136C	NC_001142.9;NC_001142.9	156550;157250	156789;157273	-;-	264	7
YJL134W	NC_001142.9	158188	159417	+	1230	2
YJL133C-A	NC_001142.9	159623	159847	-	225	0
YJL133W	NC_001142.9	160619	161563	+	945	0
YJL132W	NC_001142.9	161914	164166	+	2253	1
YJL131C	NC_001142.9	164278	165348	-	1071	1
YJL130C	NC_001142.9	165723	172367	-	6645	18
YJL129C	NC_001142.9	173599	177306	-	3708	0
YJL128C	NC_001142.9	178097	180103	-	2007	1
YJL127C-B	NC_001142.9	181551	181709	-	159	2
YJL127C	NC_001142.9	182298	184220	-	1923	0
YJL126W	NC_001142.9	184501	185424	+	924	0
YJL125C	NC_001142.9	185528	186679	-	1152	1
YJL124C	NC_001142.9	187126	187644	-	519	4
YJL123C	NC_001142.9	188004	189440	-	1437	0
YJL122W	NC_001142.9	189716	190243	+	528	0
YJL121C	NC_001142.9	190374	191090	-	717	2
YJL118W	NC_001142.9	191639	192298	+	660	0
YJL117W	NC_001142.9	192531	193466	+	936	3
YJL116C	NC_001142.9	193860	194873	-	1014	0
YJL115W	NC_001142.9	196287	197126	+	840	1
YNCJ0005C	NC_001142.9	197313	197385	-	73	1
YJL114W	NC_001142.9	197915	198595	+	681	0
YJL113W	NC_001142.9	198678	203325	+	4648	0
YNCJ0006W	NC_001142.9	204735	204806	+	72	1
YJL112W	NC_001142.9	205305	207449	+	2145	0
YJL111W	NC_001142.9	207877	209529	+	1653	4
YJL110C	NC_001142.9	209922	211577	-	1656	0
YJL109C	NC_001142.9	212000	217309	-	5310	7
YJL108C	NC_001142.9	217705	218856	-	1152	0
YJL107C	NC_001142.9	218853	220016	-	1164	0
YJL106W	NC_001142.9	221390	223327	+	1938	0
YJL105W	NC_001142.9	225055	226737	+	1683	0
YJL104W	NC_001142.9	227327	227776	+	450	2
YNCJ0007C	NC_001142.9	228094	228479	-	386	102
YJL103C	NC_001142.9	229025	230881	-	1857	0
YJL102W	NC_001142.9	231301	233760	+	2460	1
YNCJ0008W	NC_001142.9	233939	234011	+	73	0
YJL101C	NC_001142.9	234320	236356	-	2037	0
YJL100W	NC_001142.9	237263	239086	+	1824	2
YJL099W	NC_001142.9	239414	241654	+	2241	0
YJL098W	NC_001142.9	242082	245258	+	3177	5
YJL097W	NC_001142.9	245591	246244	+	654	0
YJL096W	NC_001142.9	246490	246975	+	486	1
YJL095W	NC_001142.9	247255	251691	+	4437	2
YJL094C	NC_001142.9	251821	254442	-	2622	0
YJL093C	NC_001142.9	254737	256812	-	2076	4
YJL092W	NC_001142.9	257423	260947	+	3525	0
YJL091C	NC_001142.9	261080	262552	-	1473	2
YJL090C	NC_001142.9	262757	265051	-	2295	1
YJL089W	NC_001142.9	265926	268415	+	2490	0
YJL088W	NC_001142.9	268799	269815	+	1017	0
YJL087C	NC_001142.9	270002	272485	-	2484	2
YJL085W	NC_001142.9	272827	274698	+	1872	0
YJL084C	NC_001142.9	274862	278002	-	3141	0
YJL083W	NC_001142.9	278841	280655	+	1815	0
YJL082W	NC_001142.9	281185	283380	+	2196	0
YJL081C	NC_001142.9	283802	285271	-	1470	2
YJL080C	NC_001142.9	285558	289226	-	3669	14
YJL079C	NC_001142.9	289875	290774	-	900	0
YJL078C	NC_001142.9	291336	293981	-	2646	3
YJL077W-B	NC_001142.9	294047	294145	+	99	1
YJL077C	NC_001142.9	294666	295061	-	396	1
YJL077W-A	NC_001142.9	294799	294885	+	87	1
YJL076W	NC_001142.9	295245	298814	+	3570	0
YJL075C	NC_001142.9	298460	298876	-	417	0
YJL074C	NC_001142.9	299157	302849	-	3693	4
YJL073W	NC_001142.9	303181	305118	+	1938	0
YJL072C	NC_001142.9	305221	305862	-	642	4
YJL071W	NC_001142.9	306132	307856	+	1725	3
YJL070C	NC_001142.9	307971	310637	-	2667	0
YJL069C	NC_001142.9	310922	312706	-	1785	3
YJL068C	NC_001142.9	313016	313915	-	900	0
YJL066C	NC_001142.9	314114	314872	-	759	0
YJL065C	NC_001142.9	315054	315557	-	504	0
YJL063C	NC_001142.9	315759	316475	-	717	1
YJL062W-A	NC_001142.9	316723	316980	+	258	0
YJL062W	NC_001142.9	317284	319776	+	2493	2
YJL061W	NC_001142.9	320016	322157	+	2142	3
YJL060W	NC_001142.9	323386	324720	+	1335	0
YJL059W	NC_001142.9	324964	326190	+	1227	0
YJL058C	NC_001142.9	326242	327873	-	1632	0
YJL057C	NC_001142.9	328118	330121	-	2004	0
YJL056C	NC_001142.9	330431	333073	-	2643	0
YJL055W	NC_001142.9	333357	334094	+	738	5
YJL054W	NC_001142.9	334265	335701	+	1437	0
YJL053W	NC_001142.9	335898	337037	+	1140	0
YJL052C-A	NC_001142.9	337884	338003	-	120	0
YJL052W	NC_001142.9	338271	339269	+	999	10
YJL051W	NC_001142.9	339787	342255	+	2469	0
YJL050W	NC_001142.9	342522	345743	+	3222	13
YJL049W	NC_001142.9	345973	347325	+	1353	2
YJL048C	NC_001142.9	347447	348637	-	1191	0
YJL047C-A	NC_001142.9	349044	349178	-	135	1
YNCJ0009C	NC_001142.9	349130	349233	-	104	4
YJL047C	NC_001142.9	349580	352108	-	2529	0
YJL046W	NC_001142.9	352386	353615	+	1230	0
YNCJ0010W	NC_001142.9;NC_001142.9	354244;354297	354282;354332	+;+	75	0
YNCJ0011W	NC_001142.9	355374	355445	+	72	0
YNCJ0012W	NC_001142.9	355456	355527	+	72	3
YJL045W	NC_001142.9	356024	357928	+	1905	0
YJL044C	NC_001142.9	358300	359676	-	1377	1
YJL043W	NC_001142.9	360130	360903	+	774	0
YJL042W	NC_001142.9	361249	365445	+	4197	0
YJL041W	NC_001142.9;NC_001142.9	365784;365903	365784;368373	+;+	2472	3
YJL039C	NC_001142.9	368748	373799	-	5052	2
YNCJ0013C	NC_001142.9	374424	374495	-	72	2
YNCJ0014C	NC_001142.9	374506	374577	-	72	0
YJL038C	NC_001142.9	375115	375774	-	660	0
YJL037W	NC_001142.9	376662	377336	+	675	0
YNCJ0015W	NC_001142.9	378360	378433	+	74	0
YJL036W	NC_001142.9	378825	380096	+	1272	1
YJL035C	NC_001142.9	380249	381001	-	753	0
YJL034W	NC_001142.9	381327	383375	+	2049	16
YJL033W	NC_001142.9	383837	386149	+	2313	4
YJL031C	NC_001142.9;NC_001142.9	386368;387436	387348;387438	-;-	984	0
YJL030W	NC_001142.9	387657	388247	+	591	1
YJL029C	NC_001142.9	388385	390853	-	2469	2
YNCJ0016C	NC_001142.9	391043	391115	-	73	0
YJL028W	NC_001142.9	391311	391646	+	336	0
YJL027C	NC_001142.9	391833	392249	-	417	0
YJL026W	NC_001142.9	392404	393603	+	1200	7
YJL025W	NC_001142.9	393967	395511	+	1545	0
YJL024C	NC_001142.9;NC_001142.9	395931;396571	396493;396592	-;-	585	0
YNCJ0017C	NC_001142.9	396726	396796	-	71	0
YJL023C	NC_001142.9	397355	398398	-	1044	0
YJL020C	NC_001142.9	398937	402410	-	3474	1
YJL019W	NC_001142.9	402897	404945	+	2049	0
YJL016W	NC_001142.9	405588	407273	+	1686	0
YJL014W	NC_001142.9	407558	409162	+	1605	5
YJL013C	NC_001142.9	409493	411040	-	1548	0
YJL012C	NC_001142.9	411234	413399	-	2166	20
YJL011C	NC_001142.9	414285	414770	-	486	1
YNCJ0018W	NC_001142.9	414966	415038	+	73	0
YNCJ0019C	NC_001142.9;NC_001142.9	415931;416001	415966;416036	-;-	72	4
YJL010C	NC_001142.9	417562	419562	-	2001	3
YJL008C	NC_001142.9	419957	421663	-	1707	18
YJL007C	NC_001142.9	422698	423012	-	315	0
YNCJ0020W	NC_001142.9	422937	423009	+	73	0
YJL006C	NC_001142.9	423138	424109	-	972	0
YNCJ0021C	NC_001142.9	424432	424515	-	84	0
YJL005W	NC_001142.9	425157	431237	+	6081	3
YJL004C	NC_001142.9	431589	432200	-	612	2
YJL003W	NC_001142.9	432644	433000	+	357	0
YJL002C	NC_001142.9	433221	434651	-	1431	5
YJL001W	NC_001142.9;NC_001142.9	435163;435344	435227;435926	+;+	648	2
YJR001W	NC_001142.9	436802	438610	+	1809	5
YJR002W	NC_001142.9	438865	440646	+	1782	1
YJR003C	NC_001142.9	440994	442553	-	1560	2
YJR004C	NC_001142.9	442909	444861	-	1953	0
YJR005W	NC_001142.9	445923	448025	+	2103	1
YJR005C-A	NC_001142.9	448477	448758	-	282	0
YJR006W	NC_001142.9	449202	450665	+	1464	0
YJR007W	NC_001142.9	451020	451934	+	915	1
YJR008W	NC_001142.9	452430	453446	+	1017	0
YJR009C	NC_001142.9	453683	454681	-	999	90
YJR010W	NC_001142.9	456239	457774	+	1536	0
YJR010C-A	NC_001142.9	458077	458361	-	285	0
YJR011C	NC_001142.9	458641	459426	-	786	2
YJR012C	NC_001142.9	459795	460193	-	399	0
YJR013W	NC_001142.9	460382	461593	+	1212	1
YJR014W	NC_001142.9	461829	462425	+	597	0
YJR015W	NC_001142.9	462721	464253	+	1533	1
YJR016C	NC_001142.9	464451	466208	-	1758	51
YJR017C	NC_001142.9	466521	467033	-	513	0
YJR019C	NC_001142.9	467232	468281	-	1050	0
YJR021C	NC_001142.9;NC_001142.9	468555;469264	469183;469579	-;-	945	0
YJR022W	NC_001142.9	469784	470113	+	330	0
YJR024C	NC_001142.9	470230	470964	-	735	4
YJR025C	NC_001142.9	471138	471671	-	534	1
YJR027W	NC_001142.9	472760	478028	+	5269	17
YJR026W	NC_001142.9	472760	474082	+	1323	5
YJR029W	NC_001142.9	478344	483612	+	5269	46
YJR028W	NC_001142.9	478344	479666	+	1323	5
YJR030C	NC_001142.9	483959	486196	-	2238	0
YJR031C	NC_001142.9	486586	490812	-	4227	2
YJR032W	NC_001142.9	491081	492262	+	1182	1
YJR033C	NC_001142.9	492378	496451	-	4074	0
YJR034W	NC_001142.9	496683	497009	+	327	0
YJR035W	NC_001142.9	497355	500612	+	3258	0
YJR036C	NC_001142.9	500713	503391	-	2679	0
YJR039W	NC_001142.9	503936	507301	+	3366	1
YJR040W	NC_001142.9	507746	510085	+	2340	2
YJR041C	NC_001142.9	510239	513763	-	3525	2
YJR042W	NC_001142.9	514055	516289	+	2235	3
YJR043C	NC_001142.9	516461	517513	-	1053	0
YNCJ0022C	NC_001142.9	517813	517884	-	72	0
YJR044C	NC_001142.9	518763	519185	-	423	0
YJR045C	NC_001142.9	519638	521602	-	1965	12
YJR046W	NC_001142.9	522048	523862	+	1815	6
YNCJ0023C	NC_001142.9	524012	524093	-	82	1
YJR047C	NC_001142.9	524908	525381	-	474	2
YJR048W	NC_001142.9	526335	526664	+	330	0
YJR049C	NC_001142.9	526884	528476	-	1593	3
YJR050W	NC_001142.9	528697	529404	+	708	1
YJR051W	NC_001142.9	529861	531366	+	1506	1
YNCJ0024W	NC_001142.9	531828	531898	+	71	2
YJR052W	NC_001142.9	532062	533759	+	1698	1
YJR053W	NC_001142.9	534027	535751	+	1725	0
YJR054W	NC_001142.9	536056	537549	+	1494	0
YNCJ0025W	NC_001142.9	538555	538626	+	72	2
YJR055W	NC_001142.9	538772	539266	+	495	0
YNCJ0026W	NC_001142.9	541508	541579	+	72	3
YJR056C	NC_001142.9	541792	542502	-	711	0
YNCJ0027C	NC_001142.9;NC_001142.9	542956;543006	542991;543044	-;-	75	0
YJR057W	NC_001142.9	544062	544712	+	651	0
YJR058C	NC_001142.9	544732	545175	-	444	0
YJR059W	NC_001142.9	545787	548243	+	2457	3
YJR060W	NC_001142.9	548759	549814	+	1056	5
YJR061W	NC_001142.9	550511	553318	+	2808	0
YJR062C	NC_001142.9	553476	554849	-	1374	0
YJR063W	NC_001142.9	555195	555572	+	378	2
YJR064W	NC_001142.9	555914	557602	+	1689	16
YJR065C	NC_001142.9	557809	559158	-	1350	4
YJR066W	NC_001142.9	559416	566828	+	7413	2
YJR067C	NC_001142.9	567019	567444	-	426	0
YJR068W	NC_001142.9	567643	568704	+	1062	5
YJR069C	NC_001142.9	568806	569399	-	594	0
YJR070C	NC_001142.9	569621	570598	-	978	2
YJR072C	NC_001142.9	570967	572124	-	1158	5
YJR073C	NC_001142.9	572315	572935	-	621	0
YJR074W	NC_001142.9	573095	573751	+	657	0
YJR075W	NC_001142.9	573981	575171	+	1191	2
YJR076C	NC_001142.9	575354	576601	-	1248	1
YJR077C	NC_001142.9	577255	578190	-	936	1
YJR078W	NC_001142.9	578860	580221	+	1362	0
YJR079W	NC_001142.9;NC_001142.9	580205;581053	580347;581239	+;+	330	0
YJR080C	NC_001142.9	580432	581616	-	1185	0
YJR082C	NC_001142.9	581914	582255	-	342	0
YJR083C	NC_001142.9	582608	583537	-	930	0
YJR084W	NC_001142.9	583733	585004	+	1272	3
YJR085C	NC_001142.9	585120	585437	-	318	5
YJR086W	NC_001142.9	586068	586400	+	333	1
YJR088C	NC_001142.9	586495	587373	-	879	0
YJR089W	NC_001142.9	587718	590582	+	2865	0
YJR090C	NC_001142.9	590872	594327	-	3456	4
YJR091C	NC_001142.9	595061	598336	-	3276	2
YJR092W	NC_001142.9	598735	603078	+	4344	0
YJR093C	NC_001142.9	603220	604203	-	984	3
YJR094C	NC_001142.9	604569	605651	-	1083	0
YNCJ0028C	NC_001142.9	605936	607424	-	1489	1
YJR094W-A	NC_001142.9;NC_001142.9	608305;608582	608306;608858	+;+	279	22
YJR095W	NC_001142.9	609773	610741	+	969	0
YJR096W	NC_001142.9	611195	612043	+	849	1
YJR097W	NC_001142.9	612413	612931	+	519	0
YJR098C	NC_001142.9	613186	615156	-	1971	0
YJR099W	NC_001142.9	615576	616286	+	711	0
YJR100C	NC_001142.9	616351	617334	-	984	1
YNCJ0029W	NC_001142.9;NC_001142.9	617919;617976	617956;618019	+;+	82	0
YJR101W	NC_001142.9	618234	619034	+	801	4
YJR102C	NC_001142.9	619157	619765	-	609	0
YJR103W	NC_001142.9	620754	622490	+	1737	5
YJR104C	NC_001142.9	622550	623014	-	465	16
YJR105W	NC_001142.9	623581	624603	+	1023	22
YJR106W	NC_001142.9	624838	627015	+	2178	2
YJR107W	NC_001142.9	627340	628326	+	987	2
YJR107C-A	NC_001142.9	628457	628693	-	237	1
YJR108W	NC_001142.9	628712	629083	+	372	0
YJR109C	NC_001142.9	629585	632941	-	3357	2
YJR110W	NC_001142.9	633615	635681	+	2067	0
YJR111C	NC_001142.9	635855	636706	-	852	0
YJR112W	NC_001142.9	637030	637635	+	606	0
YJR112W-A	NC_001142.9;NC_001142.9	637790;637859	637809;638168	+;+	330	0
YJR113C	NC_001142.9	638232	638975	-	744	2
YJR115W	NC_001142.9	639942	640451	+	510	0
YJR116W	NC_001142.9	640825	641664	+	840	0
YJR117W	NC_001142.9	642007	643368	+	1362	0
YJR118C	NC_001142.9	643490	644101	-	612	1
YJR119C	NC_001142.9	644304	646490	-	2187	1
YJR120W	NC_001142.9	647126	647476	+	351	0
YJR121W	NC_001142.9	647607	649142	+	1536	5
YJR122W	NC_001142.9	649776	651269	+	1494	0
YJR123W	NC_001142.9	651901	652578	+	678	37
YJR124C	NC_001142.9	652892	654238	-	1347	0
YJR125C	NC_001142.9	654737	655963	-	1227	4
YJR126C	NC_001142.9	656254	658689	-	2436	6
YJR127C	NC_001142.9	658917	663059	-	4143	0
YJR128W	NC_001142.9	662921	663280	+	360	0
YNCJ0030W	NC_001142.9	663749	663942	+	194	40
YJR129C	NC_001142.9	664000	665019	-	1020	0
YJR130C	NC_001142.9	665218	667137	-	1920	4
YJR131W	NC_001142.9	667644	669293	+	1650	7
YJR132W	NC_001142.9	669522	672668	+	3147	4
YJR133W	NC_001142.9	672991	673620	+	630	0
YJR134C	NC_001142.9	673729	675852	-	2124	0
YJR135C	NC_001142.9	676059	676778	-	720	0
YJR135W-A	NC_001142.9	676971	677234	+	264	0
YJR136C	NC_001142.9	677441	678706	-	1266	0
YJR137C	NC_001142.9	678957	683285	-	4329	4
YJR138W	NC_001142.9	684567	689321	+	4755	2
YJR139C	NC_001142.9	689445	690524	-	1080	17
YJR140C	NC_001142.9	690750	695696	-	4947	4
YJR141W	NC_001142.9	695906	696949	+	1044	3
YJR142W	NC_001142.9	697141	698169	+	1029	0
YJR143C	NC_001142.9	698326	700614	-	2289	9
YJR144W	NC_001142.9	700882	701691	+	810	3
YJR145C	NC_001142.9;NC_001142.9	702027;703055	702798;703068	-;-	786	75
YJR146W	NC_001142.9	703885	704238	+	354	0
YJR147W	NC_001142.9	704196	705272	+	1077	1
YJR148W	NC_001142.9	705744	706874	+	1131	9
YJR149W	NC_001142.9	707160	708374	+	1215	0
YJR150C	NC_001142.9	708811	709707	-	897	0
YJR151C	NC_001142.9	712255	715740	-	3486	0
YJR151W-A	NC_001142.9	717580	717630	+	51	0
YJR152W	NC_001142.9	719666	721297	+	1632	1
YJR153W	NC_001142.9	722815	723900	+	1086	0
YJR154W	NC_001142.9	725784	726824	+	1041	0
YJR155W	NC_001142.9	727405	728271	+	867	0
YJR156C	NC_001142.9	728574	729596	-	1023	0
YJR158W	NC_001142.9	732440	734143	+	1704	0
YJR159W	NC_001142.9	736044	737117	+	1074	0
YJR160C	NC_001142.9	738008	739816	-	1809	0
YJR161C	NC_001142.9	742848	743999	-	1152	0
YKL224C	NC_001143.9	1810	2181	-	372	0
YKL222C	NC_001143.9	3503	5620	-	2118	0
YKL221W	NC_001143.9	6107	7528	+	1422	0
YKL220C	NC_001143.9	9091	11226	-	2136	2
YKL219W	NC_001143.9	14485	15708	+	1224	0
YKL218C	NC_001143.9	17359	18339	-	981	0
YKL217W	NC_001143.9	22234	24084	+	1851	0
YKL216W	NC_001143.9	25215	26159	+	945	19
YKL215C	NC_001143.9	26827	30687	-	3861	0
YKL214C	NC_001143.9	31082	31693	-	612	0
YKL213C	NC_001143.9	31960	34107	-	2148	3
YKL212W	NC_001143.9	34543	36414	+	1872	6
YKL211C	NC_001143.9	36699	38153	-	1455	3
YNCK0001W	NC_001143.9	38811	38911	+	101	48
YKL210W	NC_001143.9	39163	42237	+	3075	19
YKL209C	NC_001143.9	42423	46295	-	3873	4
YNCK0002C	NC_001143.9	46735	46806	-	72	0
YKL208W	NC_001143.9	47157	47972	+	816	0
YKL207W	NC_001143.9	48194	48955	+	762	5
YKL206C	NC_001143.9	49006	49809	-	804	0
YKL205W	NC_001143.9	50051	53353	+	3303	1
YKL204W	NC_001143.9	53704	55602	+	1899	2
YKL203C	NC_001143.9	55935	63359	-	7425	3
YKL201C	NC_001143.9	63930	67466	-	3537	0
YKL198C	NC_001143.9	68232	70220	-	1989	0
YKL197C	NC_001143.9	70734	73865	-	3132	0
YNCK0003W	NC_001143.9	74624	74697	+	74	0
YKL196C	NC_001143.9	74932	75534	-	603	7
YKL195W	NC_001143.9	75821	77032	+	1212	3
YKL194C	NC_001143.9	77258	78646	-	1389	0
YKL193C	NC_001143.9	78866	79882	-	1017	1
YKL192C	NC_001143.9	80160	80537	-	378	0
YKL191W	NC_001143.9	81035	82639	+	1605	9
YKL190W	NC_001143.9;NC_001143.9	82947;83075	82998;83550	+;+	528	2
YNCK0004W	NC_001143.9	84208	84291	+	84	1
YKL189W	NC_001143.9	84704	85903	+	1200	0
YKL188C	NC_001143.9	86225	88786	-	2562	1
YKL187C	NC_001143.9	89284	91536	-	2253	0
YKL186C	NC_001143.9	92744	93298	-	555	0
YKL185W	NC_001143.9	94499	96265	+	1767	3
YKL184W	NC_001143.9	96757	98157	+	1401	0
YKL183C-A	NC_001143.9	98395	98607	-	213	0
YKL183W	NC_001143.9	98721	99641	+	921	1
YKL182W	NC_001143.9	100671	106826	+	6156	30
YKL181W	NC_001143.9	107316	108599	+	1284	2
YKL180W	NC_001143.9;NC_001143.9	109269;109884	109577;110129	+;+	555	4
YKL179C	NC_001143.9	110464	112503	-	2040	1
YKL178C	NC_001143.9	113215	114627	-	1413	0
YKL176C	NC_001143.9	115500	117986	-	2487	4
YKL175W	NC_001143.9	118793	120304	+	1512	4
YKL174C	NC_001143.9	120380	122236	-	1857	0
YKL173W	NC_001143.9	122517	125543	+	3027	5
YKL172W	NC_001143.9	125759	127042	+	1284	1
YKL171W	NC_001143.9	127475	130261	+	2787	0
YKL170W	NC_001143.9	130634	131050	+	417	1
YKL168C	NC_001143.9	131288	133462	-	2175	1
YKL167C	NC_001143.9	133721	134134	-	414	1
YKL166C	NC_001143.9	134509	135705	-	1197	1
YKL165C	NC_001143.9	137932	140691	-	2760	1
YNCK0005C	NC_001143.9	141018	141089	-	72	19
YKL164C	NC_001143.9	141794	142819	-	1026	3
YKL163W	NC_001143.9	144401	145378	+	978	0
YKL162C	NC_001143.9	147630	148838	-	1209	0
YKL161C	NC_001143.9	149386	150687	-	1302	0
YKL160W	NC_001143.9	153269	153706	+	438	1
YKL159C	NC_001143.9	153816	154451	-	636	1
YKL157W	NC_001143.9;NC_001143.9	154991;155655	155271;158232	+;+	2859	9
YKL156W	NC_001143.9;NC_001143.9	158613;158967	158615;159212	+;+	249	1
YKL155C	NC_001143.9	159456	161342	-	1887	0
YKL154W	NC_001143.9	161601	162335	+	735	1
YNCK0006C	NC_001143.9	162487	162558	-	72	0
YKL152C	NC_001143.9	163642	164385	-	744	108
YKL151C	NC_001143.9	164917	165930	-	1014	0
YKL150W	NC_001143.9	166544	167452	+	909	0
YKL149C	NC_001143.9	167612	168829	-	1218	0
YKL148C	NC_001143.9	169207	171129	-	1923	1
YKL146W	NC_001143.9	171783	173861	+	2079	0
YKL145W	NC_001143.9	174213	175616	+	1404	9
YKL144C	NC_001143.9	175843	176481	-	639	2
YKL143W	NC_001143.9	176781	178172	+	1392	4
YKL142W	NC_001143.9	178515	179174	+	660	0
YKL141W	NC_001143.9	179667	180263	+	597	0
YKL140W	NC_001143.9	180779	182425	+	1647	0
YKL139W	NC_001143.9	182958	184544	+	1587	2
YKL138C-A	NC_001143.9	184803	185012	-	210	0
YKL138C	NC_001143.9	185286	185681	-	396	0
YKL137W	NC_001143.9	185957	186292	+	336	0
YKL135C	NC_001143.9	186460	188640	-	2181	0
YKL134C	NC_001143.9	189124	191442	-	2319	3
YKL133C	NC_001143.9	191679	193070	-	1392	0
YKL132C	NC_001143.9	193574	194866	-	1293	0
YKL130C	NC_001143.9	195288	196028	-	741	1
YKL129C	NC_001143.9	196349	200167	-	3819	2
YKL128C	NC_001143.9	200884	201771	-	888	3
YNCK0007W	NC_001143.9	202999	203071	+	73	2
YKL127W	NC_001143.9	203541	205253	+	1713	10
YKL126W	NC_001143.9	205707	207749	+	2043	3
YKL125W	NC_001143.9	208247	210130	+	1884	0
YKL124W	NC_001143.9	210593	212332	+	1740	2
YKL122C	NC_001143.9	212495	212998	-	504	0
YKL121W	NC_001143.9	214142	216700	+	2559	0
YKL120W	NC_001143.9	217344	218318	+	975	8
YKL119C	NC_001143.9	218570	219217	-	648	1
YNCK0008W	NC_001143.9	219895	219967	+	73	0
YKL117W	NC_001143.9	220324	220974	+	651	7
YKL116C	NC_001143.9	221344	222900	-	1557	0
YKL114C	NC_001143.9	223352	224455	-	1104	0
YKL113C	NC_001143.9	224727	225875	-	1149	2
YKL112W	NC_001143.9	226570	228765	+	2196	2
YKL110C	NC_001143.9	228939	229880	-	942	0
YKL109W	NC_001143.9	232227	233891	+	1665	0
YKL108W	NC_001143.9	234426	235787	+	1362	0
YKL107W	NC_001143.9	236141	237070	+	930	0
YKL106C-A	NC_001143.9	237147	237266	-	120	0
YKL106W	NC_001143.9	237536	238891	+	1356	2
YKL105C	NC_001143.9	239185	242583	-	3399	1
YKL104C	NC_001143.9	243220	245373	-	2154	3
YKL104W-A	NC_001143.9	245032	245286	+	255	2
YKL103C	NC_001143.9	246138	247682	-	1545	0
YKL102C	NC_001143.9	248062	248367	-	306	0
YKL101W	NC_001143.9	248920	253476	+	4557	5
YKL100C	NC_001143.9	253697	255460	-	1764	1
YKL099C	NC_001143.9	255720	256472	-	753	3
YKL098W	NC_001143.9	256770	257843	+	1074	0
YKL097C	NC_001143.9	258503	258913	-	411	0
YKL096C-B	NC_001143.9	259073	259222	-	150	0
YKL096W-A	NC_001143.9	259253	259531	+	279	2
YKL096W	NC_001143.9	261132	261851	+	720	0
YKL095W	NC_001143.9	262277	263113	+	837	0
YKL094W	NC_001143.9	263349	264290	+	942	4
YKL093W	NC_001143.9	264789	265808	+	1020	2
YKL092C	NC_001143.9	266145	269459	-	3315	0
YKL091C	NC_001143.9	269718	270650	-	933	1
YKL090W	NC_001143.9	271878	273209	+	1332	1
YKL089W	NC_001143.9	273394	275043	+	1650	0
YKL088W	NC_001143.9	275283	276998	+	1716	0
YKL087C	NC_001143.9	277189	277863	-	675	0
YKL086W	NC_001143.9	278281	278664	+	384	0
YKL085W	NC_001143.9	279123	280127	+	1005	0
YKL084W	NC_001143.9	280509	280859	+	351	0
YKL082C	NC_001143.9	281025	282329	-	1305	0
YKL081W	NC_001143.9;NC_001143.9	282891;283422	283095;284455	+;+	1239	13
YNCK0009W	NC_001143.9	283185	283279	+	95	9
YKL080W	NC_001143.9	285030	286208	+	1179	9
YKL079W	NC_001143.9	286603	288573	+	1971	0
YKL078W	NC_001143.9	288845	291052	+	2208	0
YKL077W	NC_001143.9	291453	292631	+	1179	3
YKL075C	NC_001143.9	292956	294308	-	1353	1
YKL074C	NC_001143.9	294610	296193	-	1584	0
YKL073W	NC_001143.9	296430	299075	+	2646	1
YKL072W	NC_001143.9	299582	301882	+	2301	1
YNCK0010W	NC_001143.9;NC_001143.9	302918;302988	302953;303023	+;+	72	4
YKL071W	NC_001143.9	305114	305884	+	771	0
YKL070W	NC_001143.9	306211	306720	+	510	0
YKL069W	NC_001143.9	307285	307827	+	543	0
YNCK0011C	NC_001143.9	308144	308217	-	74	0
YKL068W-A	NC_001143.9	309206	309442	+	237	0
YKL068W	NC_001143.9	310199	313078	+	2880	4
YNCK0012C	NC_001143.9	313401	313472	-	72	2
YKL067W	NC_001143.9	314812	315273	+	462	2
YKL065W-A	NC_001143.9	315954	316175	+	222	0
YKL065C	NC_001143.9	316437	317057	-	621	0
YKL064W	NC_001143.9	317764	320673	+	2910	1
YKL063C	NC_001143.9	321015	321518	-	504	0
YKL062W	NC_001143.9	323228	325120	+	1893	0
